ID,Short Name,Long Name,Route Type,Color,Route URL,Shape,Filename,geo_point_2d
2,2,,Bus,F99D31,,"{""coordinates"": [[[-76.5168, 44.242], [-76.5167, 44.24176], [-76.51696, 44.24173], [-76.51684, 44.2406], [-76.51921, 44.24041], [-76.51904, 44.23949], [-76.51863, 44.23887], [-76.51628, 44.23681], [-76.51531, 44.23595], [-76.51491, 44.23531], [-76.51474, 44.2339], [-76.51593, 44.23381], [-76.51654, 44.23441], [-76.51785, 44.2357], [-76.51804, 44.23577], [-76.51979, 44.23731], [-76.52017, 44.23772], [-76.52088, 44.23815], [-76.52162, 44.23843], [-76.52243, 44.23856], [-76.52319, 44.23852], [-76.52331, 44.23775], [-76.52319, 44.23655], [-76.52308, 44.23529], [-76.5229, 44.23347], [-76.52275, 44.23304], [-76.52263, 44.23286], [-76.52237, 44.23268], [-76.52258, 44.23243], [-76.52275, 44.23198], [-76.52258, 44.23112], [-76.52263, 44.23076], [-76.5225, 44.23037], [-76.52114, 44.2304], [-76.51849, 44.23064], [-76.51854, 44.23026], [-76.51831, 44.2289], [-76.51821, 44.2278], [-76.51827, 44.22738], [-76.51814, 44.227], [-76.52053, 44.22693], [-76.52048, 44.22528], [-76.52055, 44.22504], [-76.52158, 44.2249], [-76.52181, 44.22482], [-76.52193, 44.22447], [-76.52164, 44.22385], [-76.52151, 44.22262], [-76.52197, 44.22267], [-76.52401, 44.2225], [-76.5243, 44.22252], [-76.5253, 44.22243], [-76.52541, 44.22354], [-76.52542, 44.2244], [-76.5256, 44.22541], [-76.52616, 44.22539], [-76.52654, 44.22509], [-76.5266, 44.22488], [-76.52654, 44.22403], [-76.52642, 44.22372], [-76.52616, 44.22363], [-76.52541, 44.22354], [-76.5253, 44.22243], [-76.52529, 44.2213], [-76.525, 44.22045], [-76.52292, 44.22047], [-76.52258, 44.22058], [-76.52071, 44.22062], [-76.52047, 44.22071], [-76.52003, 44.22073], [-76.51996, 44.22092], [-76.51886, 44.22152], [-76.51765, 44.22216], [-76.51728, 44.22221], [-76.5161, 44.22258], [-76.51492, 44.22295], [-76.51447, 44.22303], [-76.51277, 44.22363], [-76.51118, 44.22408], [-76.50996, 44.22438], [-76.50868, 44.22484], [-76.50743, 44.22522], [-76.50624, 44.22551], [-76.50592, 44.2257], [-76.50446, 44.22614], [-76.50261, 44.22663], [-76.50249, 44.22675], [-76.49989, 44.2272], [-76.49974, 44.2273], [-76.49822, 44.22758], [-76.49717, 44.22769], [-76.49675, 44.22785], [-76.49622, 44.22793], [-76.49555, 44.2279], [-76.49571, 44.22624], [-76.49558, 44.22509], [-76.49559, 44.22426], [-76.49475, 44.22427], [-76.49221, 44.22464], [-76.49053, 44.22494], [-76.49055, 44.22531], [-76.48793, 44.22683], [-76.48718, 44.22775], [-76.48647, 44.22844], [-76.48584, 44.22931], [-76.48516, 44.23009], [-76.48447, 44.23093], [-76.48536, 44.23114], [-76.4875, 44.23139], [-76.48926, 44.23166], [-76.48945, 44.23175], [-76.49101, 44.23193], [-76.49143, 44.23207], [-76.49274, 44.23219], [-76.49274, 44.23271], [-76.49293, 44.23298], [-76.49322, 44.23415], [-76.49327, 44.23478], [-76.4934, 44.23489], [-76.49365, 44.23581], [-76.49402, 44.23726], [-76.49406, 44.23795], [-76.49428, 44.23916], [-76.49441, 44.2393], [-76.49462, 44.24078], [-76.49495, 44.24185], [-76.49519, 44.24341], [-76.49515, 44.24371], [-76.49536, 44.24463], [-76.49539, 44.24554], [-76.49575, 44.24784], [-76.49616, 44.24977], [-76.4961, 44.25018], [-76.4967, 44.25341], [-76.49664, 44.25379], [-76.49695, 44.25494], [-76.49719, 44.25637], [-76.4986, 44.25637], [-76.49875, 44.25629], [-76.50115, 44.25618], [-76.50141, 44.25622], [-76.50293, 44.25609], [-76.5038, 44.25612], [-76.50502, 44.25598], [-76.50589, 44.25595], [-76.50603, 44.25875], [-76.50622, 44.25939], [-76.50309, 44.2595], [-76.50268, 44.2595], [-76.50267, 44.25931], [-76.50268, 44.2595], [-76.4992, 44.25958], [-76.49786, 44.2597], [-76.49822, 44.26057], [-76.49828, 44.26166], [-76.49826, 44.26279], [-76.49817, 44.26366], [-76.49832, 44.26385], [-76.49849, 44.26502], [-76.49864, 44.26616], [-76.498, 44.26637], [-76.49699, 44.26636], [-76.49607, 44.26651], [-76.49569, 44.26648], [-76.49472, 44.2662], [-76.49237, 44.26572], [-76.49133, 44.26564], [-76.48884, 44.26589], [-76.48787, 44.2659], [-76.4877, 44.26597], [-76.48572, 44.26612], [-76.4853, 44.26619], [-76.48435, 44.26655], [-76.4842, 44.26669], [-76.48176, 44.26808], [-76.48156, 44.26828], [-76.48165, 44.26844], [-76.48169, 44.26865], [-76.48195, 44.26877], [-76.48329, 44.26867], [-76.48484, 44.26861], [-76.48755, 44.26835], [-76.48751, 44.26859], [-76.48772, 44.26948], [-76.48671, 44.27002], [-76.48473, 44.27107], [-76.48395, 44.27155], [-76.48351, 44.2712], [-76.48323, 44.27104], [-76.48157, 44.27223], [-76.48133, 44.27234], [-76.48047, 44.27322], [-76.47934, 44.27277], [-76.47908, 44.27283], [-76.47756, 44.27462], [-76.47791, 44.27481]], [[-76.47791, 44.27481], [-76.47813, 44.27484], [-76.47923, 44.2743], [-76.4796, 44.27413], [-76.47972, 44.27394], [-76.48093, 44.27277], [-76.48172, 44.2722], [-76.48319, 44.27115], [-76.48377, 44.27154], [-76.48445, 44.27135], [-76.48624, 44.2704], [-76.48759, 44.26964], [-76.48764, 44.26844], [-76.48488, 44.2685], [-76.48329, 44.26867], [-76.48195, 44.26877], [-76.48175, 44.26854], [-76.48164, 44.26829], [-76.48175, 44.26809], [-76.48339, 44.26717], [-76.48414, 44.26682], [-76.4842, 44.26669], [-76.48511, 44.26624], [-76.48762, 44.26603], [-76.48884, 44.26589], [-76.49119, 44.26577], [-76.49175, 44.26567], [-76.49227, 44.2657], [-76.49475, 44.26633], [-76.49592, 44.26651], [-76.49734, 44.26649], [-76.498, 44.26637], [-76.49864, 44.26616], [-76.49849, 44.26502], [-76.49859, 44.26419], [-76.49832, 44.26385], [-76.49826, 44.26279], [-76.49828, 44.26166], [-76.49825, 44.26069], [-76.49786, 44.2597], [-76.4992, 44.25958], [-76.50309, 44.2595], [-76.5036, 44.25953], [-76.50557, 44.25941], [-76.50622, 44.25939], [-76.50624, 44.25851], [-76.50589, 44.25595], [-76.50403, 44.25596], [-76.50114, 44.25609], [-76.49963, 44.25625], [-76.49763, 44.25626], [-76.49719, 44.25637], [-76.49701, 44.25528], [-76.4967, 44.25341], [-76.49678, 44.25317], [-76.49635, 44.25027], [-76.49585, 44.24794], [-76.49589, 44.24759], [-76.4955, 44.24562], [-76.49554, 44.24533], [-76.49524, 44.24383], [-76.49529, 44.2435], [-76.49495, 44.24185], [-76.49485, 44.24093], [-76.49455, 44.23993], [-76.49444, 44.23903], [-76.49425, 44.23859], [-76.49422, 44.23791], [-76.49385, 44.23662], [-76.4935, 44.23529], [-76.49348, 44.23475], [-76.49304, 44.23346], [-76.49151, 44.2329], [-76.48902, 44.23259], [-76.48795, 44.23237], [-76.48556, 44.23205], [-76.48417, 44.23183], [-76.48441, 44.23138], [-76.48447, 44.23093], [-76.48516, 44.23009], [-76.4855, 44.22983], [-76.48647, 44.2287], [-76.48718, 44.22775], [-76.48787, 44.22711], [-76.48789, 44.22696], [-76.49055, 44.22531], [-76.49053, 44.22494], [-76.49198, 44.2248], [-76.49479, 44.22443], [-76.49502, 44.22431], [-76.49559, 44.22426], [-76.49548, 44.22614], [-76.49555, 44.2279], [-76.49714, 44.22786], [-76.49974, 44.2273], [-76.50008, 44.2273], [-76.50137, 44.22701], [-76.50233, 44.22687], [-76.50249, 44.22675], [-76.50377, 44.22636], [-76.50493, 44.226], [-76.50693, 44.22547], [-76.50743, 44.22522], [-76.50868, 44.22484], [-76.50984, 44.22449], [-76.51013, 44.22445], [-76.51277, 44.22363], [-76.51396, 44.22335], [-76.5161, 44.22258], [-76.51748, 44.22223], [-76.51803, 44.22203], [-76.51936, 44.22126], [-76.51978, 44.22109], [-76.52047, 44.22071], [-76.52246, 44.22065], [-76.52381, 44.22052], [-76.52471, 44.22055], [-76.525, 44.22045], [-76.52519, 44.22134], [-76.52514, 44.22158], [-76.5253, 44.22243], [-76.52541, 44.22354], [-76.52542, 44.2244], [-76.5256, 44.22541], [-76.52616, 44.22539], [-76.52654, 44.22509], [-76.5266, 44.22488], [-76.52654, 44.22403], [-76.52642, 44.22372], [-76.52616, 44.22363], [-76.52541, 44.22354], [-76.5253, 44.22243], [-76.52401, 44.2225], [-76.52377, 44.22245], [-76.52163, 44.22257], [-76.52164, 44.22385], [-76.52187, 44.22449], [-76.52181, 44.22465], [-76.52183, 44.22479], [-76.52162, 44.2249], [-76.52046, 44.22496], [-76.52042, 44.22517], [-76.52056, 44.22659], [-76.52067, 44.22687], [-76.51938, 44.22693], [-76.51814, 44.227], [-76.51811, 44.22748], [-76.51831, 44.2289], [-76.5184, 44.23046], [-76.51849, 44.23064], [-76.52089, 44.23053], [-76.5225, 44.23037], [-76.52245, 44.23062], [-76.52262, 44.2315], [-76.52259, 44.23195], [-76.52268, 44.23214], [-76.52255, 44.23248], [-76.52237, 44.23268], [-76.52258, 44.23281], [-76.52272, 44.23298], [-76.52279, 44.23321], [-76.52276, 44.23373], [-76.52297, 44.23518], [-76.52292, 44.23532], [-76.52301, 44.2363], [-76.52309, 44.23644], [-76.52314, 44.23771], [-76.5233, 44.2385], [-76.52243, 44.23856], [-76.52162, 44.23843], [-76.52088, 44.23815], [-76.52034, 44.2378], [-76.52029, 44.23764], [-76.51855, 44.23621], [-76.51799, 44.23563], [-76.51672, 44.23461], [-76.51625, 44.23381], [-76.51606, 44.23371], [-76.51562, 44.23383], [-76.51474, 44.2339], [-76.51483, 44.235], [-76.5151, 44.23568], [-76.51628, 44.23681], [-76.51846, 44.23872], [-76.51882, 44.2391], [-76.519, 44.23941], [-76.51899, 44.23962], [-76.5189, 44.23986], [-76.51873, 44.24003], [-76.51841, 44.24022], [-76.51725, 44.24057], [-76.51684, 44.2406], [-76.51704, 44.24231], [-76.5167, 44.24231], [-76.5168, 44.242]], [[-76.5168, 44.242], [-76.5167, 44.24176], [-76.51696, 44.24173], [-76.51684, 44.2406], [-76.51921, 44.24041], [-76.51904, 44.23949], [-76.51863, 44.23887], [-76.51628, 44.23681], [-76.51531, 44.23595], [-76.51491, 44.23531], [-76.51474, 44.2339], [-76.51593, 44.23381], [-76.51654, 44.23441], [-76.51785, 44.2357], [-76.51804, 44.23577], [-76.51979, 44.23731], [-76.52017, 44.23772], [-76.52088, 44.23815], [-76.52162, 44.23843], [-76.52243, 44.23856], [-76.52319, 44.23852], [-76.52331, 44.23775], [-76.52319, 44.23655], [-76.52308, 44.23529], [-76.5229, 44.23347], [-76.52275, 44.23304], [-76.52263, 44.23286], [-76.52237, 44.23268], [-76.52258, 44.23243], [-76.52275, 44.23198], [-76.52258, 44.23112], [-76.52263, 44.23076], [-76.5225, 44.23037], [-76.52114, 44.2304], [-76.51849, 44.23064], [-76.51854, 44.23026], [-76.51831, 44.2289], [-76.51821, 44.2278], [-76.51827, 44.22738], [-76.51814, 44.227], [-76.52053, 44.22693], [-76.52048, 44.22528], [-76.52055, 44.22504], [-76.52158, 44.2249], [-76.52181, 44.22482], [-76.52193, 44.22447], [-76.52164, 44.22385], [-76.52151, 44.22262], [-76.52197, 44.22267], [-76.52401, 44.2225], [-76.5243, 44.22252], [-76.5253, 44.22243], [-76.52541, 44.22354], [-76.52542, 44.2244], [-76.5256, 44.22541], [-76.52616, 44.22539], [-76.52654, 44.22509], [-76.5266, 44.22488], [-76.52654, 44.22403], [-76.52642, 44.22372]], [[-76.52642, 44.22372], [-76.52616, 44.22363], [-76.52541, 44.22354], [-76.5253, 44.22243], [-76.52529, 44.2213], [-76.525, 44.22045], [-76.52292, 44.22047], [-76.52258, 44.22058], [-76.52071, 44.22062], [-76.52047, 44.22071], [-76.52003, 44.22073], [-76.51996, 44.22092], [-76.51886, 44.22152], [-76.51765, 44.22216], [-76.51728, 44.22221], [-76.5161, 44.22258], [-76.51492, 44.22295], [-76.51447, 44.22303], [-76.51277, 44.22363], [-76.51118, 44.22408], [-76.50996, 44.22438], [-76.50868, 44.22484], [-76.50743, 44.22522], [-76.50624, 44.22551], [-76.50592, 44.2257], [-76.50446, 44.22614], [-76.50261, 44.22663], [-76.50249, 44.22675], [-76.49989, 44.2272], [-76.49974, 44.2273], [-76.49822, 44.22758], [-76.49717, 44.22769], [-76.49675, 44.22785], [-76.49622, 44.22793], [-76.49555, 44.2279], [-76.49571, 44.22624], [-76.49558, 44.22509], [-76.49559, 44.22426], [-76.49475, 44.22427], [-76.49221, 44.22464], [-76.49053, 44.22494], [-76.49055, 44.22531], [-76.48793, 44.22683], [-76.48718, 44.22775], [-76.48647, 44.22844], [-76.48584, 44.22931], [-76.48516, 44.23009], [-76.48447, 44.23093], [-76.48536, 44.23114], [-76.4875, 44.23139], [-76.48926, 44.23166], [-76.48945, 44.23175], [-76.49101, 44.23193], [-76.49143, 44.23207], [-76.49274, 44.23219], [-76.49274, 44.23271], [-76.49293, 44.23298], [-76.49322, 44.23415], [-76.49327, 44.23478], [-76.4934, 44.23489], [-76.49365, 44.23581], [-76.49402, 44.23726], [-76.49406, 44.23795], [-76.49428, 44.23916], [-76.49441, 44.2393], [-76.49462, 44.24078], [-76.49495, 44.24185], [-76.49519, 44.24341], [-76.49515, 44.24371], [-76.49536, 44.24463], [-76.49539, 44.24554], [-76.49575, 44.24784], [-76.49616, 44.24977], [-76.4961, 44.25018], [-76.4967, 44.25341], [-76.49664, 44.25379], [-76.49695, 44.25494], [-76.49719, 44.25637], [-76.4986, 44.25637], [-76.49875, 44.25629], [-76.50115, 44.25618], [-76.50141, 44.25622], [-76.50293, 44.25609], [-76.5038, 44.25612], [-76.50502, 44.25598], [-76.50589, 44.25595], [-76.50603, 44.25875], [-76.50622, 44.25939], [-76.50309, 44.2595], [-76.50268, 44.2595], [-76.50267, 44.25931], [-76.50268, 44.2595], [-76.4992, 44.25958], [-76.49786, 44.2597], [-76.49822, 44.26057], [-76.49828, 44.26166], [-76.49826, 44.26279], [-76.49817, 44.26366], [-76.49832, 44.26385], [-76.49849, 44.26502], [-76.49864, 44.26616], [-76.498, 44.26637], [-76.49699, 44.26636], [-76.49607, 44.26651], [-76.49569, 44.26648], [-76.49472, 44.2662], [-76.49237, 44.26572], [-76.49133, 44.26564], [-76.48884, 44.26589], [-76.48787, 44.2659], [-76.4877, 44.26597], [-76.48572, 44.26612], [-76.4853, 44.26619], [-76.48435, 44.26655], [-76.4842, 44.26669], [-76.48176, 44.26808], [-76.48156, 44.26828], [-76.48165, 44.26844], [-76.48169, 44.26865], [-76.48195, 44.26877], [-76.48329, 44.26867], [-76.48484, 44.26861], [-76.48755, 44.26835], [-76.48751, 44.26859], [-76.48772, 44.26948], [-76.48671, 44.27002], [-76.48473, 44.27107], [-76.48395, 44.27155], [-76.48351, 44.2712], [-76.48323, 44.27104], [-76.48157, 44.27223], [-76.48133, 44.27234], [-76.48047, 44.27322], [-76.47934, 44.27277], [-76.47908, 44.27283], [-76.47756, 44.27462], [-76.47791, 44.27481]]], ""type"": ""MultiLineString""}",gtfs,"44.2418986939541, -76.50344805387891"
4,4,,Bus,ED1556,,"{""coordinates"": [[[-76.57215, 44.25508], [-76.57189, 44.2552], [-76.57188, 44.25489], [-76.57314, 44.25485], [-76.57389, 44.25483], [-76.57417, 44.25495], [-76.57432, 44.25637], [-76.57433, 44.2566], [-76.57395, 44.25722], [-76.574, 44.25738], [-76.57404, 44.25858], [-76.57154, 44.25847], [-76.56867, 44.25835], [-76.56627, 44.2582], [-76.56391, 44.25828], [-76.55879, 44.25821], [-76.55771, 44.25807], [-76.5543, 44.25818], [-76.55368, 44.25805], [-76.54906, 44.25813], [-76.54824, 44.25801], [-76.54684, 44.25818], [-76.54422, 44.25828], [-76.54393, 44.25827], [-76.54341, 44.2581], [-76.54208, 44.25707], [-76.54166, 44.25652], [-76.5397, 44.25527], [-76.53699, 44.25324], [-76.53479, 44.25211], [-76.53342, 44.25131], [-76.53322, 44.25135], [-76.53069, 44.24995], [-76.52962, 44.24956], [-76.52786, 44.24873], [-76.526, 44.24769], [-76.52578, 44.24772], [-76.52208, 44.24585], [-76.52028, 44.24513], [-76.51908, 44.2446], [-76.51664, 44.24346], [-76.51706, 44.24286], [-76.51704, 44.24231], [-76.5167, 44.24231], [-76.51677, 44.24215], [-76.5167, 44.24176], [-76.51696, 44.24173], [-76.51684, 44.2406], [-76.51451, 44.24077], [-76.51358, 44.24075], [-76.5134, 44.24088], [-76.51168, 44.24089], [-76.51049, 44.2407], [-76.50871, 44.23994], [-76.50803, 44.23954], [-76.5078, 44.23954], [-76.50573, 44.23868], [-76.50535, 44.2384], [-76.50512, 44.23842], [-76.50338, 44.23769], [-76.5033, 44.23757], [-76.5031, 44.23757], [-76.50193, 44.23709], [-76.50081, 44.23652], [-76.49907, 44.2359], [-76.49773, 44.23524], [-76.49748, 44.23524], [-76.49571, 44.23452], [-76.4953, 44.23426], [-76.49304, 44.23346], [-76.49151, 44.2329], [-76.48902, 44.23259], [-76.48795, 44.23237], [-76.48556, 44.23205], [-76.48417, 44.23183], [-76.48447, 44.23093], [-76.48491, 44.23107]], [[-76.48491, 44.23107], [-76.4875, 44.23139], [-76.48926, 44.23166], [-76.48945, 44.23175], [-76.49101, 44.23193], [-76.49143, 44.23207], [-76.49274, 44.23219], [-76.49274, 44.23271], [-76.49293, 44.23298], [-76.49304, 44.23346], [-76.49571, 44.23452], [-76.49589, 44.23467], [-76.49748, 44.23524], [-76.49797, 44.23553], [-76.49907, 44.2359], [-76.50065, 44.23656], [-76.50178, 44.2371], [-76.5031, 44.23757], [-76.50447, 44.23826], [-76.50512, 44.23842], [-76.5078, 44.23954], [-76.50815, 44.23975], [-76.50953, 44.24027], [-76.51153, 44.24115], [-76.51291, 44.24093], [-76.51358, 44.24099], [-76.51451, 44.24077], [-76.51684, 44.2406], [-76.51696, 44.24173], [-76.51695, 44.24223], [-76.51706, 44.24286], [-76.51664, 44.24346], [-76.51908, 44.2446], [-76.52028, 44.24513], [-76.52038, 44.24531], [-76.52383, 44.24697], [-76.52578, 44.24772], [-76.52602, 44.24797], [-76.52786, 44.24873], [-76.52934, 44.24955], [-76.52962, 44.24956], [-76.53297, 44.25137], [-76.53322, 44.25135], [-76.53479, 44.25211], [-76.53629, 44.25284], [-76.5397, 44.25527], [-76.54208, 44.25707], [-76.54225, 44.2574], [-76.54316, 44.25794], [-76.5435, 44.25814], [-76.54376, 44.25823], [-76.54411, 44.25829], [-76.54684, 44.25818], [-76.54906, 44.25813], [-76.54973, 44.25822], [-76.5543, 44.25818], [-76.55502, 44.25832], [-76.55879, 44.25821], [-76.55972, 44.25835], [-76.56391, 44.25828], [-76.56867, 44.25835], [-76.56888, 44.2573], [-76.56873, 44.25716], [-76.5686, 44.25507], [-76.56892, 44.25505], [-76.56927, 44.2552], [-76.56948, 44.255], [-76.57093, 44.25492], [-76.57224, 44.25488], [-76.57314, 44.25485], [-76.57316, 44.25514], [-76.57215, 44.25508]], [[-76.57215, 44.25508], [-76.57189, 44.2552], [-76.57188, 44.25489], [-76.57314, 44.25485], [-76.57389, 44.25483], [-76.57417, 44.25495], [-76.57432, 44.25637], [-76.57433, 44.2566], [-76.57395, 44.25722], [-76.574, 44.25738], [-76.57404, 44.25858], [-76.57154, 44.25847], [-76.56867, 44.25835], [-76.56627, 44.2582], [-76.56391, 44.25828], [-76.55879, 44.25821], [-76.55771, 44.25807], [-76.5543, 44.25818], [-76.55368, 44.25805], [-76.54906, 44.25813], [-76.54824, 44.25801], [-76.54684, 44.25818], [-76.54422, 44.25828], [-76.54393, 44.25827], [-76.54341, 44.2581], [-76.54208, 44.25707], [-76.54166, 44.25652], [-76.5397, 44.25527], [-76.53699, 44.25324], [-76.53479, 44.25211], [-76.53342, 44.25131], [-76.53322, 44.25135], [-76.53069, 44.24995], [-76.52962, 44.24956], [-76.52786, 44.24873], [-76.526, 44.24769], [-76.52578, 44.24772], [-76.52208, 44.24585], [-76.52028, 44.24513], [-76.51908, 44.2446], [-76.51664, 44.24346], [-76.51706, 44.24286], [-76.51704, 44.24231], [-76.5167, 44.24231], [-76.51677, 44.24215], [-76.5167, 44.24176], [-76.51696, 44.24173], [-76.51684, 44.2406], [-76.51451, 44.24077], [-76.51358, 44.24075], [-76.5134, 44.24088], [-76.51168, 44.24089], [-76.51049, 44.2407], [-76.50871, 44.23994], [-76.50803, 44.23954], [-76.5078, 44.23954], [-76.50573, 44.23868], [-76.50535, 44.2384], [-76.50512, 44.23842], [-76.50338, 44.23769], [-76.5033, 44.23757], [-76.5031, 44.23757], [-76.50193, 44.23709], [-76.50081, 44.23652], [-76.49907, 44.2359], [-76.49773, 44.23524], [-76.49748, 44.23524], [-76.49571, 44.23452], [-76.4953, 44.23426], [-76.49304, 44.23346], [-76.49151, 44.2329], [-76.48902, 44.23259], [-76.48795, 44.23237], [-76.48556, 44.23205], [-76.48417, 44.23183], [-76.48441, 44.23138]]], ""type"": ""MultiLineString""}",gtfs,"44.24794594509394, -76.53045187292706"
6,6,,Bus,9B5F0E,,"{""coordinates"": [[[-76.52642, 44.22372], [-76.52616, 44.22363], [-76.52541, 44.22354], [-76.5253, 44.22243], [-76.52529, 44.2213], [-76.525, 44.22045], [-76.52983, 44.22032], [-76.53013, 44.22023], [-76.5337, 44.22006], [-76.53528, 44.21998], [-76.53698, 44.22], [-76.53841, 44.22012], [-76.53876, 44.22007], [-76.54237, 44.22019], [-76.54473, 44.22001], [-76.54809, 44.21959], [-76.55028, 44.21935], [-76.5556, 44.21912], [-76.55979, 44.21899], [-76.56435, 44.21866], [-76.56467, 44.21875], [-76.56578, 44.21858], [-76.56712, 44.2186], [-76.5686, 44.21844], [-76.57048, 44.21842], [-76.57133, 44.21826], [-76.5716, 44.21825], [-76.57171, 44.21954], [-76.5718, 44.22108], [-76.57195, 44.22211], [-76.57196, 44.22288], [-76.57204, 44.22306], [-76.57203, 44.22385], [-76.57216, 44.22548], [-76.57242, 44.22801], [-76.57254, 44.22831], [-76.57366, 44.22825], [-76.57362, 44.2285], [-76.57391, 44.23163], [-76.57424, 44.23411], [-76.57427, 44.23541], [-76.57459, 44.23758], [-76.57337, 44.23738], [-76.57112, 44.23739], [-76.56746, 44.23719], [-76.56781, 44.23613], [-76.56746, 44.23719], [-76.56756, 44.23816], [-76.56772, 44.24067], [-76.56761, 44.24164], [-76.56776, 44.24181], [-76.56791, 44.24471], [-76.56805, 44.24662], [-76.56929, 44.24668], [-76.57034, 44.24659], [-76.57211, 44.2468], [-76.57335, 44.247], [-76.57412, 44.24719], [-76.57601, 44.2473], [-76.57723, 44.2474], [-76.57766, 44.24756], [-76.57802, 44.24791], [-76.57838, 44.2483], [-76.57963, 44.24804], [-76.58078, 44.24808], [-76.58092, 44.24798], [-76.5823, 44.24818], [-76.58535, 44.24921], [-76.58587, 44.24928], [-76.58814, 44.24998], [-76.58969, 44.25039], [-76.58933, 44.25076], [-76.58937, 44.25106], [-76.58854, 44.25278], [-76.58813, 44.25365], [-76.58749, 44.2546], [-76.58668, 44.25521], [-76.58655, 44.2554], [-76.58503, 44.25651], [-76.58444, 44.25716], [-76.58392, 44.25867], [-76.58399, 44.25887], [-76.58367, 44.25972], [-76.58129, 44.25925], [-76.57832, 44.25889], [-76.57696, 44.2586], [-76.57647, 44.2587], [-76.57404, 44.25858], [-76.574, 44.25738], [-76.57422, 44.25709], [-76.57432, 44.25662], [-76.57428, 44.25564], [-76.57424, 44.25506], [-76.57407, 44.25489], [-76.57314, 44.25485], [-76.57316, 44.25514], [-76.57248, 44.25508]], [[-76.57248, 44.25508], [-76.57227, 44.25518], [-76.57189, 44.2552], [-76.57188, 44.25489], [-76.57314, 44.25485], [-76.57389, 44.25483], [-76.57417, 44.25495], [-76.57432, 44.25637], [-76.57433, 44.2566], [-76.57395, 44.25722], [-76.574, 44.25738], [-76.57404, 44.25858], [-76.57585, 44.25866], [-76.57651, 44.25882], [-76.57709, 44.25875], [-76.581, 44.25943], [-76.58367, 44.25972], [-76.58431, 44.25777], [-76.58425, 44.25761], [-76.58444, 44.25716], [-76.58503, 44.25651], [-76.58655, 44.2554], [-76.58682, 44.25535], [-76.58684, 44.25519], [-76.5877, 44.25434], [-76.58854, 44.25278], [-76.58917, 44.25182], [-76.58969, 44.25039], [-76.58895, 44.25009], [-76.58814, 44.24998], [-76.5868, 44.24956], [-76.5854, 44.249], [-76.58268, 44.24828], [-76.58133, 44.24801], [-76.58076, 44.24787], [-76.58049, 44.24798], [-76.57921, 44.24811], [-76.57838, 44.2483], [-76.57783, 44.24758], [-76.57723, 44.2474], [-76.5757, 44.24729], [-76.57452, 44.24712], [-76.57419, 44.24714], [-76.57211, 44.2468], [-76.57072, 44.24661], [-76.5684, 44.24654], [-76.56805, 44.24662], [-76.56791, 44.24473], [-76.56808, 44.24433], [-76.56793, 44.242], [-76.56776, 44.24181], [-76.56772, 44.24067], [-76.56756, 44.23816], [-76.56746, 44.23719], [-76.568, 44.23581], [-76.568, 44.23605], [-76.56772, 44.23642], [-76.56746, 44.23719], [-76.57112, 44.23739], [-76.57459, 44.23758], [-76.5746, 44.23699], [-76.57446, 44.2356], [-76.57424, 44.23411], [-76.57399, 44.23171], [-76.57403, 44.23137], [-76.57366, 44.22825], [-76.5733, 44.22821], [-76.57254, 44.22831], [-76.57234, 44.22547], [-76.57219, 44.22401], [-76.57204, 44.22306], [-76.57207, 44.22288], [-76.57196, 44.22143], [-76.57187, 44.2212], [-76.57171, 44.21954], [-76.56938, 44.21968], [-76.56943, 44.21891], [-76.56924, 44.2184], [-76.56733, 44.21842], [-76.56578, 44.21858], [-76.56521, 44.21853], [-76.55991, 44.21892], [-76.55931, 44.21885], [-76.5556, 44.21912], [-76.55087, 44.21932], [-76.54809, 44.21959], [-76.54473, 44.22001], [-76.54237, 44.22019], [-76.53876, 44.22007], [-76.53797, 44.21991], [-76.53698, 44.22], [-76.53522, 44.21986], [-76.5337, 44.22006], [-76.53128, 44.22017], [-76.53028, 44.22008], [-76.53013, 44.22023], [-76.525, 44.22045], [-76.52519, 44.22134], [-76.52514, 44.22158], [-76.5253, 44.22243], [-76.52541, 44.22354], [-76.52542, 44.2244], [-76.5256, 44.22541], [-76.52616, 44.22539], [-76.52654, 44.22509], [-76.5266, 44.22488], [-76.52654, 44.22403], [-76.52642, 44.22372]]], ""type"": ""MultiLineString""}",gtfs,"44.23528429360353, -76.56488990098705"
