ID,Code,Name,Coordinates,Description,Zone ID,URL,Location Type,Parent Station ID,Timezone,Wheelchair Boarding
00019,,Sycamore Street (north side of Bath),"44.23601, -76.62092",,,,,,,0
00765,,Fairfield Boulevard (north side of Amherst),"44.22628, -76.63909",,,,,,,0
00767,,Pittsfield Street (north side of Amherst),"44.227, -76.6461",,,,,,,0
00775,,Loyalist Plaza (south side of Manitou),"44.21945, -76.64555",,,,,,,0
00776,,Sherwood Avenue (south side of Manitou),"44.22001, -76.64342",,,,,,,0
00797,,282 Amherst Drive (north side),"44.22744, -76.65475",,,,,,,0
00868,,Davey Crescent (south side of Kidd),"44.2175, -76.65904",,,,,,,0
00782,,Kildare Avenue (east side of Kidd),"44.22228, -76.65514",,,,,,,0
00789,,Fairfield Boulevard (south side of Amherst),"44.22606, -76.63933",,,,,,,0
00790,,Henry Crescent (west side of Loyalist),"44.22595, -76.63616",,,,,,,0
00791,,Addington Street (west side of Loyalist),"44.22314, -76.63604",,,,,,,0
09048,,Bath Road (east side of Collins Bay),"44.24184, -76.60993",,,,,,,0
09062,,Bayridge Secondary (south side of Taylor-Kidd),"44.25151, -76.59476",,,,,,,0
00685,,Cranbrook Street (east side of Chelsea),"44.21927, -76.57406",,,,,,,0
00569,,Henderson Boulevard (east side of Glen Castle),"44.22796, -76.57942",,,,,,,0
00565,,420 Glen Castle Road (south side),"44.23165, -76.57918",,,,,,,0
00578,,Sackville Crescent (east side of Acadia),"44.23311, -76.59808",,,,,,,0
00579,,Citation Crescent (east side of Acadia),"44.23512, -76.5985",,,,,,,0
00562,,Vista Drive (south side of Bath),"44.23715, -76.58266",,,,,,,0
00610,,Gardiners Road (north side of Development),"44.24183, -76.56843",,,,,,,0
00598,,McKay Street (north side of Development),"44.24126, -76.57713",,,,,,,0
00553,,Truedell Road (north side of Development),"44.24084, -76.57968",,,,,,,0
00628,,Hudson Drive (north side of Development),"44.24113, -76.58474",,,,,,,0
00004,,Holgate Crescent (north side of Hudson),"44.24503, -76.59236",,,,,,,0
00600,,High Gate Park Drive (north side of Hillside),"44.24739, -76.60452",,,,,,,0
S00028,,1386 Waverley Crescent (north side),"44.24418, -76.61685",,,,,,,0
00625,,988 Mona Drive (east side),"44.25479, -76.60654",,,,,,,0
00604,,Chancery Street (south side of Lancaster),"44.25623, -76.59444",,,,,,,0
00675,,Bridle Path Crescent (north side of Lancaster),"44.25307, -76.59239",,,,,,,0
00601,,Taylor-Kidd Boulevard (west side of Liston),"44.25175, -76.59451",,,,,,,0
00660,,Bayridge Drive (south side of Old Colony),"44.255, -76.58598",,,,,,,0
09230,,Ridley Drive (west side of Old Colony),"44.25396, -76.57751",,,,,,,0
00649,,Walmart (east side of Midland),"44.26488, -76.57402",,,,,,,0
00645,,Birchwood Drive (north side of Sierra),"44.27206, -76.57829",,,,,,,0
00644,,706 Cedarwood Drive (west side),"44.26494, -76.57747",,,,,,,0
00657,,Princess Street (west side of Bayridge),"44.26064, -76.58338",,,,,,,0
S00693,,Cataraqui Woods Drive (east side of Cedarwood),"44.26696, -76.5783",,,,,,,0
00743,,Peachwood Street (east side of Birchwood),"44.27016, -76.57842",,,,,,,0
00457,,Sierra Avenue (east side of Birchwood),"44.27191, -76.57833",,,,,,,0
00639,,938 Old Colony Road (north side),"44.255, -76.58168",,,,,,,0
00663,,Strand Boulevard (south side of Lancaster),"44.25301, -76.59202",,,,,,,0
00664,,Rowantree Crescent (east side of Lancaster),"44.25524, -76.58958",,,,,,,0
00667,,Holy Cross Secondary (north side of Woodbine),"44.25847, -76.59739",,,,,,,0
00668,,Katharine Crescent (north side of Woodbine),"44.25826, -76.60034",,,,,,,0
00676,,Lynwood Drive (south side of Mona),"44.25323, -76.60467",,,,,,,0
00533,,809 Aylmer Crescent (north side),"44.24957, -76.61191",,,,,,,0
00531,,761 Aylmer Crescent (west side),"44.24804, -76.61457",,,,,,,0
00030,,Coverdale Drive (west side of Walden),"44.2379, -76.59791",,,,,,,0
00408,,Tanglewood Drive (east side of Roosevelt),"44.23188, -76.58851",,,,,,,0
00592,,419 Glen Castle Road (north side),"44.23176, -76.57901",,,,,,,0
00594,,Henderson Boulevard (west side of Glen Castle),"44.22827, -76.57957",,,,,,,0
00596,,Chelsea Road (west side of Glen Castle),"44.22615, -76.5794",,,,,,,0
09051,,263 Chelsea Road (west side),"44.22465, -76.57513",,,,,,,0
00744,,2485 Princess Street (south side),"44.2582, -76.56627",,,,,,,0
S02076,,Centennial Drive (south side of Princess),"44.25807, -76.55771",,,,,,,0
00041,,Futures Gate (south side of Princess),"44.25805, -76.55368",,,,,,,0
S00044,,Parkway (south side of Princess),"44.25131, -76.53342",,,,,,,0
S02053,,Hillendale Avenue (south side of Princess),"44.24769, -76.526",,,,,,,0
S00501,,Kingston Centre Transfer Point Platform 2,"44.24215, -76.51677",,,,,,,0
S00356,,Albert Street (south side of Princess),"44.23652, -76.50081",,,,,,,0
S00272,,Barrie Street (south side of Princess),"44.2329, -76.49151",,,,,,,0
S00292,,Barrie Street (north side of Brock),"44.23207, -76.49143",,,,,,,0
00275,,Alfred Street (north side of Princess),"44.23553, -76.49797",,,,,,,0
S00357,,Albert Street (north side of Princess),"44.23658, -76.50051",,,,,,,0
00402,,Augusta Drive (north side of Princess),"44.25832, -76.55502",,,,,,,0
S00584,,Centennial Drive (north side of Princess),"44.25835, -76.55972",,,,,,,0
09029,,Bath Road (east side of Tanner),"44.2377, -76.55932",,,,,,,0
09020,,Dolshire Street (south side of Malabar),"44.24229, -76.55319",,,,,,,0
00517,,Armstrong Road (south side of Kingsdale),"44.2419, -76.54357",,,,,,,0
00511,,Queen Mary Road (south side of Bath),"44.23866, -76.53544",,,,,,,0
09022,,Fernmoor Drive (north side of Malabar),"44.24151, -76.55133",,,,,,,0
09024,,Tanner Drive (east side of Melrose),"44.24375, -76.55501",,,,,,,0
09025,,Farnham Crescent (west side of Tanner),"44.24102, -76.55967",,,,,,,0
02001,,Kirkpatrick Street (west side of Division),"44.25317, -76.49678",,,,,,,0
S02028,,Guy Street (west side of Division),"44.2435, -76.49529",,,,,,,0
00283,,York Street (west side of Division),"44.23791, -76.49422",,,,,,,0
00353,,Alfred Street (north side of Brock),"44.23296, -76.49763",,,,,,,0
09217,,325 Palace Road (east side),"44.23353, -76.5137",,,,,,,0
S09218,,Gardiners Centre (north side of Bath),"44.23728, -76.56654",,,,,,,0
00617,,Arlington Park Place (east side of Gardiners),"44.24792, -76.56795",,,,,,,0
S09209,,Gardiners Centre (south side of Bath),"44.237, -76.56652",,,,,,,0
00733,,Tanner Drive (south side of Bath),"44.23686, -76.5595",,,,,,,0
S09210,,Kingston Centre (south side of Bath),"44.2405, -76.51644",,,,,,,0
09212,,Barrie Street (south side of Johnson),"44.23097, -76.49133",,,,,,,0
09215,,King's Crossing South (north side of driveway),"44.26371, -76.50026",,,,,,,0
00700,,St. Martha Street (south side of Rose Abbey),"44.26638, -76.44734",,,,,,,0
00065,,McCallum Street (west side of Rose Abbey),"44.26388, -76.44688",,,,,,,0
S00139,,Rideau Town Centre (north side of Gore),"44.25958, -76.45627",,,,,,,0
00132,,Barrett Court (west side of Highway 15),"44.24933, -76.46111",,,,,,,0
00266,,Leon's Centre (west side of Ontario),"44.23333, -76.47889",,,,,,,0
09207,,St. Martha Street (north side of Rose Abbey),"44.26597, -76.44637",,,,,,,0
00146,,Joyce Street (north side of Sheppard),"44.27357, -76.47822",,,,,,,0
00141,,Esdon Street (west side of Guthrie),"44.2722, -76.48172",,,,,,,0
00160,,Virginia Street (north side of Guthrie),"44.27115, -76.48319",,,,,,,0
00168,,Conacher Drive (west side of Sutherland),"44.26854, -76.48175",,,,,,,0
00207,,235 Conacher Drive (north side),"44.26577, -76.49119",,,,,,,0
00210,,Division Street (north side of Benson),"44.26649, -76.49734",,,,,,,0
02026,,Railway Street (west side of Division),"44.24759, -76.49589",,,,,,,0
00286,,Pine Street (west side of Division),"44.23903, -76.49444",,,,,,,0
00301,,West Street (north side of Bagot),"44.22711, -76.48787",,,,,,,0
S00427,,Kingston General Hospital (north side of Stuart),"44.22443, -76.49479",,,,,,,0
S02042,,Alfred Street (north side of Union),"44.22786, -76.49714",,,,,,,0
00107,,Albert Street (north side of Union),"44.2273, -76.50008",,,,,,,0
00437,,Victoria Street (north side of Union),"44.22687, -76.50233",,,,,,,0
00450,,Herbert Street (east side of Mowat),"44.22517, -76.52042",,,,,,,0
00471,,Mulcaster Street (east side of Norman Rogers),"44.23532, -76.52292",,,,,,,0
S00502,,Kingston Centre Transfer Point Platform 4,"44.242, -76.5168",,,,,,,0
00475,,MacPherson Avenue (east side of Van Order),"44.2357, -76.51785",,,,,,,0
00482,,215 Norman Rogers Drive (west side),"44.23347, -76.5229",,,,,,,0
00485,,Johnson Street (west side of Roden),"44.23076, -76.52263",,,,,,,0
00487,,Mowat Avenue (south side of Johnson),"44.2304, -76.52114",,,,,,,0
00449,,Francis Street (west side of Mowat),"44.22504, -76.52055",,,,,,,0
00452,,Cartwright Street (north side of Churchill),"44.22252, -76.5243",,,,,,,0
00433,,Albert Street (south side of Union),"44.2272, -76.49989",,,,,,,0
00690,,Douglas Avenue (north side of Elliott),"44.25612, -76.5038",,,,,,,0
00209,,Kingslake Plaza (south side of Benson),"44.26636, -76.49699",,,,,,,0
00208,,300 Conacher Drive (south side),"44.2662, -76.49472",,,,,,,0
00206,,230 Conacher Drive (south side),"44.26564, -76.49133",,,,,,,0
00182,,Wilson Street (south side of Conacher),"44.2659, -76.48787",,,,,,,0
00169,,Sutherland Drive (east side of Conacher),"44.26828, -76.48156",,,,,,,0
00155,,Sutherland Drive (east side of Virginia),"44.26859, -76.48751",,,,,,,0
00156,,Mgr. Remi-Gaulin School (south side of Virginia),"44.27002, -76.48671",,,,,,,0
00142,,Esdon Street (east side of Guthrie),"44.27234, -76.48133",,,,,,,0
00855,,Seniors Centre (east side of Francis),"44.22465, -76.52181",,,,,,,0
00179,,1130 Montreal Street (west side),"44.26391, -76.47869",,,,,,,0
00188,,Daly Street (north side of Weller),"44.26263, -76.48195",,,,,,,0
00187,,Baker Street (north side of Weller),"44.26254, -76.48348",,,,,,,0
00205,,71 Compton Street (north side),"44.26452, -76.49061",,,,,,,0
00201,,Weller Avenue at KCHC (west side of Compton),"44.26269, -76.49087",,,,,,,0
00196,,Wiley Street (south side of Drennan),"44.26054, -76.48881",,,,,,,0
00195,,Wilson Street (south side of Drennan),"44.26077, -76.48593",,,,,,,0
02022,,John Counter Boulevard (west side of Montreal),"44.25616, -76.48317",,,,,,,0
02023,,Village Drive (west side of Montreal),"44.25465, -76.48349",,,,,,,0
S00225,,Royal Canadian Legion (west side of Montreal),"44.25127, -76.48568",,,,,,,0
00250,,Stephen Street (west side of Montreal),"44.24304, -76.48794",,,,,,,0
02029,,362 Montreal Street (west side),"44.24126, -76.4877",,,,,,,0
00265,,Artillery Park (west side of Bagot),"44.23398, -76.4839",,,,,,,0
00257,,Montreal Street (north side of Raglan),"44.23793, -76.48509",,,,,,,0
00251,,Stephen Street (east side of Montreal),"44.24274, -76.48775",,,,,,,0
00230,,Joseph Street (east side of Montreal),"44.24565, -76.48733",,,,,,,0
00222,,Village Drive (east side of Montreal),"44.25479, -76.48322",,,,,,,0
00184,,Wilson Street (south side of Compton),"44.26484, -76.48722",,,,,,,0
00189,,Daly Street (south side of Weller),"44.26252, -76.48185",,,,,,,0
09044,,Lappan's Lane (south side of John Counter),"44.25914, -76.50893",,,,,,,0
00843,,Johnson Street (east side of Portsmouth),"44.22994, -76.52596",,,,,,,0
00845,,Miles Avenue (east side of Portsmouth),"44.2347, -76.52722",,,,,,,0
00506,,Elmwood Street (east side of Portsmouth),"44.24097, -76.529",,,,,,,0
00377,,Howard Crescent (east side of Portsmouth),"44.24849, -76.52949",,,,,,,0
00396,,Princess Street (south side of John Counter),"44.25737, -76.54133",,,,,,,0
00755,,Apprentice Street (south side of Craftsman),"44.24311, -76.45447",,,,,,,0
S00029,,Princess Mary Avenue (north side of Cambrai),"44.24059, -76.43969",,,,,,,0
00123,,Canex (east side of Niagara Park),"44.23801, -76.45517",,,,,,,0
00274,,University Avenue (north side of Brock),"44.23264, -76.49536",,,,,,,0
00335,,Mack Street (east side of Regent),"44.23419, -76.50888",,,,,,,0
00328,,Helen Street (north side of Park),"44.23832, -76.51208",,,,,,,0
02046,,Wright Crescent (west side of Palace),"44.23967, -76.51446",,,,,,,0
00327,,Park Street (west side of Palace),"44.23834, -76.51434",,,,,,,0
00108,,Albert Street (south side of Johnson),"44.23151, -76.49939",,,,,,,0
00290,,University Avenue (south side of Johnson),"44.23157, -76.49527",,,,,,,0
00836,,Indian Road (north side of John Counter),"44.25907, -76.52633",,,,,,,0
00822,,Cataraqui Woods Drive (east side of Midland),"44.26702, -76.57402",,,,,,,0
S00712,,INVISTA Centre,"44.27602, -76.56837",,,,,,,0
00847,,Conacher Drive (east side of Wilson),"44.26587, -76.48762",,,,,,,0
00829,,259 Dalton Avenue (north side),"44.26797, -76.50764",,,,,,,0
00390,,Mohawk Place (west side of Portsmouth),"44.25325, -76.52997",,,,,,,0
00389,,Portsmouth Avenue (south side of Glengarry),"44.25233, -76.52941",,,,,,,0
00387,,Seaforth Road (south side of Glengarry),"44.25271, -76.52341",,,,,,,0
00384,,Jane Avenue (west side of Avenue),"44.2467, -76.51897",,,,,,,0
00372,,Concession Street (east side of Kingscourt),"44.24164, -76.5011",,,,,,,0
00243,,Third Avenue (east side of Kingscourt),"44.2445, -76.50135",,,,,,,0
00238,,Theresa Crescent (south side of Kirkpatrick),"44.25333, -76.49789",,,,,,,0
00860,,Oak Street (west side of Kingscourt),"44.24998, -76.50189",,,,,,,0
00861,,Seventh Avenue (west side of Kingscourt),"44.24762, -76.50172",,,,,,,0
S09042,,Kingston Centre (south side of Princess),"44.24314, -76.51625",,,,,,,0
S09015,,Bayridge Centre (west side of Bayridge),"44.25013, -76.58999",,,,,,,0
00037,,Duncan McArthur Hall (north side of driveway),"44.22363, -76.51536",,,,,,,0
09080,,St. Lawrence Avenue (south side of Stuart),"44.22365, -76.49897",,,,,,,0
09081,,369 Dalton Avenue (north side),"44.26897, -76.51811",,,,,,,0
09084,,Brackenwood Crescent (west side of Birchwood),"44.26787, -76.57902",,,,,,,0
S02079,,Cataraqui Centre Transfer Point Platform 3,"44.25508, -76.57248",,,,,,,0
S02081,,Cataraqui Centre Transfer Point Platform 4,"44.25499, -76.57261",,,,,,,0
S02085,,Cataraqui Centre Transfer Point Platform 8,"44.25497, -76.57308",,,,,,,0
S09088,,Speers Boulevard (north side of Kildare),"44.22058, -76.66115",,,,,,,0
09089,,Champlain Avenue (west side of Indian),"44.25528, -76.52695",,,,,,,0
09090,,Bayridge Drive (north side of Hudson),"44.24512, -76.59018",,,,,,,0
09239,,Discovery Avenue (north side of John Marks),"44.27467, -76.44144",,,,,,,0
09234,,Waterside Way (west side of Highway 15),"44.26972, -76.45062",,,,,,,0
09241,,Rose Abbey Drive (east side of Highway 15),"44.26878, -76.45127",,,,,,,0
09101,,Grant Hall (east side of University),"44.22614, -76.49548",,,,,,,0
09100,,Ellis Hall (west side of University),"44.22624, -76.49571",,,,,,,0
03025,,Union Street (west side of Sir John A. Macdonald),"44.2228, -76.51283",,,,,,,0
09103,,Speers Boulevard (south side of Amherst),"44.22497, -76.66302",,,,,,,0
03026,,Nelson Street (north side of Princess),"44.2371, -76.50178",,,,,,,0
S09120,,VIA Rail Station (south side of John Counter),"44.25857, -76.53841",,,,,,,0
09121,,Compton Street (north side of Weller),"44.26198, -76.49049",,,,,,,0
09114,,Woodhaven Drive (south side of Cataraqui Woods),"44.2673, -76.5955",,,,,,,0
09115,,Holden Street (south side of Cataraqui Woods),"44.26726, -76.59041",,,,,,,0
09106,,Birchwood Drive (north side of Cataraqui Woods),"44.26693, -76.579",,,,,,,0
03030,,University Avenue (south side of Earl),"44.2298, -76.49573",,,,,,,0
09128,,Lakeview Avenue (north side of Henderson),"44.22839, -76.57231",,,,,,,0
09130,,Jim Beattie Park (north side of Henderson),"44.22794, -76.58182",,,,,,,0
09129,,Jim Beattie Park (south side of Henderson),"44.22779, -76.58159",,,,,,,0
09123,,Woodhaven Drive (north side of Princess),"44.26175, -76.59624",,,,,,,0
518,,Rigney Street (north side of John Counter),"44.2595329508186, -76.5035993233324",,,,,,,0
779,,442 Dalton Avenue (south side),"44.268805095926, -76.5126690454782",,,,,,,0
784,,MTO Office (north side of John Counter),"44.2591011989862, -76.5152112767101",,,,,,,0
1154,,KT Garage - 1181 (Sktgar1),"44.2608699481935, -76.5073289349676",,,,,,,0
00849,,Clyde Court (south side of Cataraqui Woods),"44.26816, -76.56337",,,,,,,0
00852,,Emerald Street (south side of Crossfield),"44.2643, -76.55754",,,,,,,0
09074,,Augusta Drive (south side of Crossfield),"44.26435, -76.55164",,,,,,,0
S00399,,Kingston Gospel Temple (south side of Princess),"44.25801, -76.54824",,,,,,,0
00406,,Friarhill Crescent (north side of Waterloo),"44.25398, -76.55169",,,,,,,0
00403,,Uxbridge Crescent (north side of Waterloo),"44.2544, -76.55546",,,,,,,0
00589,,745 Davis Drive (north side),"44.25603, -76.56429",,,,,,,0
00410,,Centennial Drive (south side of Davis),"44.25163, -76.55596",,,,,,,0
00634,,Midland Avenue (south side of Norwest),"44.25732, -76.57423",,,,,,,0
02065,,204 Queen Mary Road (west side),"44.23573, -76.53486",,,,,,,0
00492,,Johnson Street (west side of Robert Wallace),"44.2303, -76.52813",,,,,,,0
00491,,Portsmouth Avenue (south side of Johnson),"44.22999, -76.52674",,,,,,,0
S02070,,St. Lawrence College Transfer Point,"44.22372, -76.52642",,,,,,,0
00751,,Baiden Street (west side of Portsmouth),"44.2213, -76.52529",,,,,,,0
02069,,Beechgrove (south side of King),"44.22047, -76.52292",,,,,,,0
00455,,Yonge Street (south side of Union),"44.22221, -76.51728",,,,,,,0
S02009,,Queen's West Campus (south side of Union),"44.22303, -76.51447",,,,,,,0
S00413,,Sir John A Macdonald Blvd. (south side of King),"44.22112, -76.51203",,,,,,,0
00424,,Lower University Avenue (south side of King),"44.22288, -76.49517",,,,,,,0
00322,,Maitland Street (south side of King),"44.22391, -76.48795",,,,,,,0
00316,,Ontario Street (west side of West),"44.22447, -76.48609",,,,,,,0
00314,,Lower Union Street (east side of Ontario),"44.22516, -76.48431",,,,,,,0
00303,,Wellington Street (south side of Johnson),"44.22946, -76.48398",,,,,,,0
00304,,King Street (south side of Johnson),"44.22888, -76.48273",,,,,,,0
00310,,William Street (west side of Ontario),"44.22723, -76.48264",,,,,,,0
00313,,Lower Union Street (west side of Ontario),"44.2251, -76.48459",,,,,,,0
00315,,King Street (east side of West),"44.22471, -76.48608",,,,,,,0
00321,,Maitland Street (north side of King),"44.22384, -76.48835",,,,,,,0
00425,,Lower University Avenue (north side of King),"44.223, -76.4953",,,,,,,0
S00411,,The Isabel/Tett Centres (north side of King),"44.2216, -76.50694",,,,,,,0
S00444,,Queen's West Campus (north side of Union),"44.22335, -76.51396",,,,,,,0
00456,,Yonge Street (north side of Union),"44.22203, -76.51803",,,,,,,0
00464,,Calderwood Drive (east side of Portsmouth),"44.2244, -76.52542",,,,,,,0
00493,,Johnson Street (east side of Robert Wallace),"44.2303, -76.52798",,,,,,,0
02067,,Queen Mary Road (north side of Robert Wallace),"44.23449, -76.53305",,,,,,,0
02066,,211 Queen Mary Road (east side),"44.23595, -76.53485",,,,,,,0
02061,,Portsmouth Avenue (south side of Bath),"44.23918, -76.53035",,,,,,,0
00535,,Sunny Acres Road (north side of Front),"44.21875, -76.56467",,,,,,,0
00803,,Henderson Boulevard (east side of Lakeview),"44.22801, -76.57242",,,,,,,0
00567,,Henderson Boulevard (east side of McEwen),"44.2285, -76.57362",,,,,,,0
00607,,740 Progress Avenue (north side),"44.24719, -76.57412",,,,,,,0
00632,,Pembridge Crescent (north side of Taylor-Kidd),"44.24921, -76.58535",,,,,,,0
00606,,745 Progress Avenue (south side),"44.24712, -76.57452",,,,,,,0
00554,,Acron Street (west side of McEwen),"44.23137, -76.57403",,,,,,,0
00550,,279 Lakeview Avenue (west side),"44.22547, -76.57234",,,,,,,0
S00033,,Invista (south side of Front),"44.21885, -76.55931",,,,,,,0
09004,,Mona Drive (north side of Taylor-Kidd),"44.25177, -76.6013",,,,,,,0
09005,,Aylmer Crescent (west side of Collins Bay),"44.24975, -76.61079",,,,,,,0
09006,,Edwin Street (west side of Collins Bay),"44.24684, -76.61052",,,,,,,0
09049,,Bath Road (west side of Collins Bay),"44.24171, -76.6101",,,,,,,0
00021,,Homeward Avenue (north side of Bath),"44.2318, -76.62519",,,,,,,0
00023,,Maple Ridge Drive (north side of Bath),"44.22805, -76.62752",,,,,,,0
00795,,Addington Street (east side of Loyalist),"44.22314, -76.63584",,,,,,,0
09061,,Amherst Drive (east side of Manitou),"44.22723, -76.6511",,,,,,,0
02019,,Helen Henderson Centre (north side of Amherst),"44.22622, -76.65921",,,,,,,0
00866,,Amherst Drive (west side of Pratt),"44.22183, -76.66738",,,,,,,0
00869,,Jordyn's Court (south side of Kidd),"44.21928, -76.65365",,,,,,,0
00872,,Amherst Drive (east side of Pratt),"44.22194, -76.66725",,,,,,,0
00787,,Pittsfield Street (south side of Amherst),"44.22698, -76.64666",,,,,,,0
00788,,Upper Park Road (south side of Amherst),"44.22599, -76.64246",,,,,,,0
S00792,,Loyalist Avenue (west side of Fairfield),"44.22136, -76.63707",,,,,,,0
00069,,Maple Ridge Drive (south side of Bath),"44.22813, -76.62722",,,,,,,0
00020,,Lower Drive (south side of Bath),"44.23559, -76.62122",,,,,,,0
09001,,Prince Charles Drive (east side of Collins Bay),"44.24681, -76.61035",,,,,,,0
09002,,Taylor-Kidd Boulevard (east side of Collins Bay),"44.24974, -76.61053",,,,,,,0
00563,,Roosevelt Drive (east side of Knightsbridge),"44.23345, -76.57859",,,,,,,0
00571,,672 Roosevelt Drive (west side),"44.23182, -76.58867",,,,,,,0
00570,,Springfield Drive (west side of Roosevelt),"44.22979, -76.58866",,,,,,,0
00576,,Evangeline Avenue (north side of Acadia),"44.23241, -76.59437",,,,,,,0
00575,,Stoneridge Drive (south side of Coverdale),"44.23726, -76.59225",,,,,,,0
00002,,Downing Street (north side of Hudson),"44.24872, -76.59734",,,,,,,0
00599,,Brookside Drive (north side of Prince Charles),"44.2471, -76.60852",,,,,,,0
00017,,Clark Crescent (east side of Aylmer),"44.24675, -76.61517",,,,,,,0
00105,,768 Aylmer Crescent (east side),"44.24814, -76.61437",,,,,,,0
00014,,808 Aylmer Crescent (south side),"44.24946, -76.61193",,,,,,,0
00679,,Dunham Street (north side of Mona),"44.25336, -76.60434",,,,,,,0
00623,,Woodbine Road (east side of Mona),"44.25782, -76.60357",,,,,,,0
00603,,917 Lancaster Drive (south side),"44.25642, -76.59142",,,,,,,0
00602,,Chancery Street (west side of Lancaster),"44.25457, -76.58996",,,,,,,0
00077,,Loblaws (east side of Midland),"44.26051, -76.57397",,,,,,,0
00742,,Peachwood Street (west side of Birchwood),"44.27042, -76.57856",,,,,,,0
00655,,Pinewood Place (north side of Cedarwood),"44.26207, -76.58057",,,,,,,0
00658,,Pinewood Place (south side of Cedarwood),"44.26245, -76.58239",,,,,,,0
00075,,Sierra Avenue (south side of Tivoli),"44.2727, -76.57689",,,,,,,0
00648,,Walmart (west side of Midland),"44.26333, -76.57423",,,,,,,0
00566,,860 Norwest Road (north side),"44.25744, -76.57469",,,,,,,0
00735,,Ridley Drive (north side of Norwest),"44.25726, -76.57702",,,,,,,0
00552,,Sutton Mills Court (west side of Ridley),"44.2558, -76.57603",,,,,,,0
00548,,Old Colony Road (north side of Ridley),"44.25399, -76.57729",,,,,,,0
00661,,Bayridge Drive (north side of Old Colony),"44.25538, -76.58632",,,,,,,0
00673,,Lancaster Drive (east side of Liston),"44.25275, -76.594",,,,,,,0
00665,,Newhall Drive (north side of Lancaster),"44.25653, -76.59175",,,,,,,0
00758,,Woodbine Road (east side of Limestone),"44.25839, -76.59508",,,,,,,0
00669,,Mona Drive (north side of Woodbine),"44.25804, -76.60308",,,,,,,0
00670,,Palmerston Crescent (north side of Mona),"44.25602, -76.60478",,,,,,,0
00678,,Humberside Drive (west side of Mona),"44.255, -76.60663",,,,,,,0
00540,,Woodside Drive (west side of Mona),"44.25281, -76.60232",,,,,,,0
00530,,723 Aylmer Crescent (west side),"44.24639, -76.61557",,,,,,,0
00532,,1347 Waverley Crescent (south side),"44.24546, -76.61384",,,,,,,0
00469,,Glen Cove Street (south side of Prince Charles),"44.24697, -76.60934",,,,,,,0
00682,,1121 Hudson Drive (south side),"44.24847, -76.59985",,,,,,,0
00627,,917 Development Drive (south side),"44.24102, -76.58479",,,,,,,0
00068,,Truedell Road (south side of Development),"44.24072, -76.57976",,,,,,,0
00597,,McKay Street (south side of Development),"44.24125, -76.5765",,,,,,,0
00608,,Justus Drive (south side of Development),"44.24159, -76.57217",,,,,,,0
00698,,Vista Drive (north side of Bath),"44.23735, -76.58415",,,,,,,0
00027,,1189 Acadia Drive (west side of Acadia),"44.23532, -76.59868",,,,,,,0
00026,,Sackville Crescent (south side of Acadia),"44.23292, -76.59806",,,,,,,0
00011,,1071 Acadia Drive (south side),"44.23231, -76.59435",,,,,,,0
00405,,717 Roosevelt Drive (east side),"44.22964, -76.58854",,,,,,,0
00588,,543 Roosevelt Drive (south side),"44.23441, -76.58447",,,,,,,0
00684,,Lakeview Avenue (south side of Cranbrook),"44.21949, -76.57183",,,,,,,0
02052,,Westdale Avenue (south side of Bath),"44.24075, -76.51358",,,,,,,0
00361,,Macdonnell Street (south side of Princess),"44.2384, -76.50535",,,,,,,0
00359,,Victoria Street (south side of Princess),"44.23757, -76.5033",,,,,,,0
00277,,University Avenue (south side of Princess),"44.23426, -76.4953",,,,,,,0
00273,,Princess Street (east side of Division),"44.23271, -76.49274",,,,,,,0
00278,,University Avenue (north side of Princess),"44.23467, -76.49589",,,,,,,0
S00364,,Tower Street (north side of Princess),"44.23975, -76.50815",,,,,,,0
S00504,,Kingston Centre Transfer Point Platform 1,"44.24223, -76.51695",,,,,,,0
S00043,,Parkway (north side of Princess),"44.25137, -76.53297",,,,,,,0
S00400,,Andersen Drive (north side of Princess),"44.25822, -76.54973",,,,,,,0
00816,,940 Gardiners Road (west side),"44.2573, -76.56888",,,,,,,0
09231,,Taylor-Kidd Boulevard (west side of Gardiners),"44.25095, -76.56854",,,,,,,0
09046,,RioCan at Petsmart (south side of driveway),"44.24822, -76.56686",,,,,,,0
09026,,Arbour Heights (east side of Tanner),"44.23938, -76.55941",,,,,,,0
S00506,,Kingston Centre Transfer Point Platform 5,"44.24191, -76.5169",,,,,,,0
00510,,Queen Mary Road (north side of Bath),"44.23877, -76.53689",,,,,,,0
00731,,Owens Crescent (north side of Kingsdale),"44.24172, -76.54454",,,,,,,0
00519,,259 Kingsdale Avenue (north side),"44.24162, -76.54769",,,,,,,0
09023,,Dolshire Street (north side of Malabar),"44.24251, -76.55369",,,,,,,0
00528,,1600 Bath Road (north side),"44.2372, -76.56387",,,,,,,0
09045,,RioCan at Best Buy (north side of driveway),"44.24832, -76.56658",,,,,,,0
00745,,First Canada Avenue (west side of Division),"44.26419, -76.49859",,,,,,,0
00349,,Victoria Street (north side of Brock),"44.23282, -76.5032",,,,,,,0
09030,,Frontenac Mall (north side of Bath),"44.23793, -76.54582",,,,,,,0
00734,,Tanner Drive (north side of Bath),"44.2371, -76.55985",,,,,,,0
00806,,Centennial Drive (south side of Bath),"44.23754, -76.54741",,,,,,,0
09211,,324 Palace Road (west side),"44.23395, -76.5139",,,,,,,0
00352,,Alfred Street (south side of Johnson),"44.23158, -76.49723",,,,,,,0
