CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CYCLE_WIDTH,GeoJSON,geo_point_2d
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4936415, 44.2357994], [-76.4937696, 44.2362989]], ""type"": ""LineString""}","44.23604915, -76.49370554999999"
Route,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.4929169, 44.2329735], [-76.4930429, 44.2334648]], ""type"": ""LineString""}","44.23321915, -76.4929799"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4941378, 44.2378572], [-76.4941757, 44.2380438]], ""type"": ""LineString""}","44.2379505, -76.49415675"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4850451, 44.2359135], [-76.4850551, 44.23639]], ""type"": ""LineString""}","44.236151750000005, -76.4850501"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4850587, 44.2365729], [-76.4850685, 44.2371988]], ""type"": ""LineString""}","44.23688585, -76.48506359999999"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4850724, 44.2372366], [-76.4851471, 44.2377945]], ""type"": ""LineString""}","44.23751555, -76.48510975"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4414404, 44.2931038], [-76.4413718, 44.2931615], [-76.4412832, 44.2932569], [-76.4411936, 44.2933732], [-76.4411368, 44.2934693], [-76.4410545, 44.2936477], [-76.4409974, 44.2937946], [-76.4409608, 44.2938905], [-76.4409132, 44.2939512], [-76.4408612, 44.2940079], [-76.4408099, 44.2940386], [-76.4407258, 44.2940811], [-76.4406486, 44.2941132], [-76.4405379, 44.2941343], [-76.4404428, 44.2941417], [-76.4401818, 44.2941544], [-76.4399366, 44.2941647], [-76.4397362, 44.2941787]], ""type"": ""LineString""}","44.29384578631857, -76.44070702116092"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4934104, 44.2348982], [-76.4935109, 44.2352907]], ""type"": ""LineString""}","44.235094450000005, -76.49346065"
Route,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.4930453, 44.2289351], [-76.492972, 44.2277438]], ""type"": ""LineString""}","44.22833945, -76.49300865000001"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4332635, 44.2930064], [-76.4329289, 44.2928146], [-76.4327152, 44.292697], [-76.4324707, 44.2925549], [-76.4322304, 44.2924127], [-76.4318755, 44.292187], [-76.4316352, 44.2920417], [-76.4314345, 44.2919218], [-76.4312663, 44.2918327], [-76.430768, 44.2915869], [-76.4292996, 44.2908668]], ""type"": ""LineString""}","44.29190073847059, -76.431300897971"
Route,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.4929687, 44.2313018], [-76.4927464, 44.232192]], ""type"": ""LineString""}","44.2317469, -76.49285755"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4305501, 44.2874634], [-76.4306561, 44.2873389], [-76.4314866, 44.2865634], [-76.4324224, 44.2857428], [-76.4335063, 44.2847845], [-76.4345776, 44.2838418], [-76.4356515, 44.2828878], [-76.436741, 44.2819241], [-76.4378293, 44.2809699], [-76.4389075, 44.2800178], [-76.4400081, 44.2790405], [-76.441082, 44.2780936], [-76.4421442, 44.2771448], [-76.4432548, 44.2761653], [-76.4442018, 44.2753349]], ""type"": ""LineString""}","44.28138164528076, -76.4373591429194"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4471358, 44.2727218], [-76.447716, 44.2721991], [-76.4481749, 44.2717836], [-76.4492044, 44.270859], [-76.4502781, 44.2699193], [-76.4513789, 44.2689648], [-76.4517971, 44.2685965]], ""type"": ""LineString""}","44.27064987673508, -76.44945823207381"
Route,,Approved for Construction,Cycling Lanes,,"{""coordinates"": [[-76.4967721, 44.227846], [-76.4961547, 44.2279574], [-76.4955575, 44.2279154]], ""type"": ""LineString""}","44.2279186439369, -76.49616685668944"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.4591306, 44.2415904], [-76.4594902, 44.2423715], [-76.4596806, 44.2427549], [-76.4597703, 44.2429253], [-76.4598512, 44.24306], [-76.4599376, 44.2431761], [-76.4600661, 44.2433088], [-76.4601737, 44.2433989], [-76.4603255, 44.2435085], [-76.4604767, 44.2435923], [-76.4606416, 44.2436688], [-76.4609268, 44.2437824], [-76.4611473, 44.2438567], [-76.4613981, 44.2439478], [-76.4616134, 44.2440494], [-76.4617485, 44.2441263], [-76.4618678, 44.2442077], [-76.4619753, 44.2442949], [-76.4620547, 44.2443668], [-76.4621568, 44.2444755]], ""type"": ""LineString""}","44.243243438552675, -76.4604249665206"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.4584431, 44.2399719], [-76.4587958, 44.2407921], [-76.4591306, 44.2415904]], ""type"": ""LineString""}","44.240780376688676, -76.45878867086714"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.4615514, 44.2473924], [-76.4613602, 44.247823], [-76.4612566, 44.2480577], [-76.46117, 44.2483042], [-76.4611303, 44.2484405], [-76.4610943, 44.2485958], [-76.4607954, 44.2500047]], ""type"": ""LineString""}","44.2486794489832, -76.46111330218707"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4542476, 44.2662839], [-76.4528616, 44.2675091], [-76.4516835, 44.2685341]], ""type"": ""LineString""}","44.267411507780515, -76.45296774929784"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.447018, 44.2726607], [-76.4440963, 44.2752724]], ""type"": ""LineString""}","44.27396655, -76.44555715"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4440963, 44.2752724], [-76.4421084, 44.2770521], [-76.4396357, 44.2792533], [-76.4372499, 44.2813534], [-76.4348868, 44.2834388], [-76.4330105, 44.2850988], [-76.4324426, 44.2856061], [-76.430439, 44.2873559], [-76.4303694, 44.2874284]], ""type"": ""LineString""}","44.281358733252304, -76.43723999909461"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4331641, 44.2930381], [-76.4335624, 44.2932534], [-76.4340594, 44.2935092], [-76.4345156, 44.2937202], [-76.4350047, 44.2939189], [-76.435256, 44.2940277], [-76.4353836, 44.2940904], [-76.4355655, 44.2942049], [-76.4357216, 44.2943506], [-76.4358791, 44.2945535], [-76.4360147, 44.2948114]], ""type"": ""LineString""}","44.2938211216933, -76.43468313757484"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4305501, 44.2874634], [-76.4304056, 44.2876279], [-76.4302797, 44.2878001], [-76.4301732, 44.2879788], [-76.4300869, 44.288163], [-76.4300212, 44.2883514], [-76.4297137, 44.2896177]], ""type"": ""LineString""}","44.2884966122491, -76.43003807631868"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4297137, 44.2896177], [-76.4294916, 44.2903065], [-76.4292723, 44.2908333]], ""type"": ""LineString""}","44.290230053781315, -76.42950535253449"
Bike Lane,,Approved for Construction,Cycling Lanes,,"{""coordinates"": [[-76.4956633, 44.2343796], [-76.4956419, 44.2334677]], ""type"": ""LineString""}","44.233923649999994, -76.4956526"
Route,,Approved for Construction,Cycling Lanes,,"{""coordinates"": [[-76.492972, 44.2277438], [-76.4918739, 44.227671]], ""type"": ""LineString""}","44.2277074, -76.49242294999999"
Bike Lane,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.5137191, 44.2322403], [-76.5136025, 44.2310237]], ""type"": ""LineString""}","44.231632000000005, -76.5136608"
Route,,Constructed,,,"{""coordinates"": [[-76.4869223, 44.257032], [-76.4828656, 44.2572498]], ""type"": ""LineString""}","44.257140899999996, -76.48489395"
Route,,Constructed,,,"{""coordinates"": [[-76.4939786, 44.2565867], [-76.4926266, 44.2566734]], ""type"": ""LineString""}","44.25663005, -76.49330259999999"
Route,,Constructed,,,"{""coordinates"": [[-76.5188397, 44.2213181], [-76.5188811, 44.2217018]], ""type"": ""LineString""}","44.22150995, -76.5188604"
Route,,Constructed,,,"{""coordinates"": [[-76.5175704, 44.2208689], [-76.5176046, 44.2213819]], ""type"": ""LineString""}","44.2211254, -76.51758749999999"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5526308, 44.2700715], [-76.5488835, 44.2700271]], ""type"": ""LineString""}","44.2700493, -76.55075715000001"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5488835, 44.2700271], [-76.5443571, 44.2699812]], ""type"": ""LineString""}","44.27000415, -76.5466203"
Route,,Constructed,,,"{""coordinates"": [[-76.5249969, 44.2204874], [-76.5238256, 44.2205479]], ""type"": ""LineString""}","44.220517650000005, -76.52441125"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4964109, 44.2347444], [-76.4958191, 44.2345082]], ""type"": ""LineString""}","44.2346263, -76.496115"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4955299, 44.2343919], [-76.4931602, 44.2334415]], ""type"": ""LineString""}","44.233916699999995, -76.49434504999999"
Buffered Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5078316, 44.2395981], [-76.5085953, 44.2399203]], ""type"": ""LineString""}","44.2397592, -76.50821345"
Buffered Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.510346, 44.2407404], [-76.5110655, 44.2410846]], ""type"": ""LineString""}","44.24091249999999, -76.51070575"
Bike Lane,,Approved for Construction,Cycling Lanes,,"{""coordinates"": [[-76.4957308, 44.2327436], [-76.4957476, 44.2334016]], ""type"": ""LineString""}","44.2330726, -76.4957392"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.4586248, 44.2399212], [-76.459303, 44.2415532]], ""type"": ""LineString""}","44.2407372, -76.4589639"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.4606259, 44.2548996], [-76.460535, 44.2556623], [-76.4605122, 44.2567494], [-76.4604696, 44.2590457]], ""type"": ""LineString""}","44.256970494675684, -76.46051602905187"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5588128, 44.2694156], [-76.5565759, 44.2694461], [-76.5564016, 44.2694454], [-76.5562279, 44.2694564], [-76.5560562, 44.2694792], [-76.5558882, 44.2695135], [-76.5557252, 44.2695589], [-76.5544105, 44.2699877], [-76.5542273, 44.2700286], [-76.55404, 44.2700579], [-76.55385, 44.2700756], [-76.5536588, 44.2700813], [-76.5526308, 44.2700715]], ""type"": ""LineString""}","44.2696937746812, -76.55571324726306"
Route - Signed + Sharrows,Sharrows,Exists,,,"{""coordinates"": [[-76.4783262, 44.2341057], [-76.4782452, 44.2341351], [-76.4781638, 44.2341638], [-76.4780818, 44.2341918], [-76.4774775, 44.2343497], [-76.477346, 44.2343805], [-76.4772127, 44.234407], [-76.4770779, 44.2344291], [-76.4765621, 44.2344715]], ""type"": ""LineString""}","44.23433212994394, -76.47745292829089"
Route - Signed + Sharrows,Sharrows,Exists,,,"{""coordinates"": [[-76.4765671, 44.2345437], [-76.4770811, 44.2344973], [-76.4771848, 44.2344833], [-76.4772872, 44.2344648], [-76.4773878, 44.2344419], [-76.4782216, 44.2342368], [-76.4782997, 44.2342113], [-76.4783741, 44.2341805], [-76.4784441, 44.2341449]], ""type"": ""LineString""}","44.234391308403126, -76.47751630775262"
Route - Signed + Sharrows,Sharrows,Exists,,,"{""coordinates"": [[-76.4784441, 44.2341449], [-76.4784832, 44.2341244], [-76.4785196, 44.2341014], [-76.4785529, 44.2340762], [-76.4785829, 44.2340489], [-76.4786093, 44.2340197], [-76.4786319, 44.233989], [-76.4786505, 44.2339569], [-76.478665, 44.2339237], [-76.478751, 44.2337054], [-76.4789119, 44.2331459]], ""type"": ""LineString""}","44.233681234154645, -76.4787320036929"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4973106, 44.2351042], [-76.4964109, 44.2347444]], ""type"": ""LineString""}","44.2349243, -76.49686075"
Route,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5175544, 44.2222442], [-76.5162037, 44.2225866]], ""type"": ""LineString""}","44.2224154, -76.51687905"
Route,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5160543, 44.2226314], [-76.5150951, 44.2229355], [-76.5148915, 44.2230191]], ""type"": ""LineString""}","44.22281824071107, -76.51547035478762"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4676319, 44.2872255], [-76.4676461, 44.2888435], [-76.4677067, 44.2896551], [-76.4683734, 44.2955219], [-76.4684233, 44.2964508], [-76.4684233, 44.2982599]], ""type"": ""LineString""}","44.29274182744972, -76.46804743171128"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.5901031, 44.2607616], [-76.5953938, 44.2615684]], ""type"": ""LineString""}","44.261165000000005, -76.59274844999999"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4677626, 44.2870466], [-76.4677823, 44.2886635], [-76.4678212, 44.2893355], [-76.4678726, 44.290007], [-76.4679364, 44.2906779], [-76.4684547, 44.2954078], [-76.4685099, 44.2958173], [-76.4685325, 44.2962285], [-76.4685224, 44.2966403], [-76.4685274, 44.2986608], [-76.4685085, 44.2989546], [-76.4684519, 44.2992462], [-76.4683582, 44.299533], [-76.468228, 44.2998125], [-76.4680625, 44.3000825], [-76.4677997, 44.3005133], [-76.4675894, 44.3008424], [-76.4675041, 44.3010075], [-76.4674347, 44.3011763], [-76.4673816, 44.301348]], ""type"": ""LineString""}","44.294308112781835, -76.46814133578354"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4643252, 44.3093247], [-76.4642509, 44.3097121], [-76.4642314, 44.3101025], [-76.464267, 44.3104921], [-76.4645991, 44.3120459], [-76.4646532, 44.3125154], [-76.4646553, 44.312987], [-76.4646051, 44.3134574], [-76.4645032, 44.3139238], [-76.46435, 44.3143833], [-76.4640058, 44.3153207], [-76.4619446, 44.3204849], [-76.4616005, 44.3212834]], ""type"": ""LineString""}","44.3153949922463, -76.46359515433181"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4615719, 44.3216496], [-76.4611762, 44.3224301]], ""type"": ""LineString""}","44.322039849999996, -76.46137405"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6111902, 44.2569277], [-76.6111708, 44.257351], [-76.6110962, 44.2577715], [-76.610967, 44.2581855], [-76.6107845, 44.2585893], [-76.6105502, 44.2589793]], ""type"": ""LineString""}","44.25798492795566, -76.61097287639028"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4671334, 44.3016488], [-76.4659034, 44.3050658]], ""type"": ""LineString""}","44.3033573, -76.4665184"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.5993975, 44.2622059], [-76.6065636, 44.2633463]], ""type"": ""LineString""}","44.262776099999996, -76.60298055"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.584148, 44.2597428], [-76.5955186, 44.261462], [-76.5991266, 44.2620408]], ""type"": ""LineString""}","44.26087946256387, -76.59163922224512"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4653577, 44.3065516], [-76.4649432, 44.3076837], [-76.4643975, 44.3091247]], ""type"": ""LineString""}","44.30783945198952, -76.46488109619706"
Route,,Constructed,,,"{""coordinates"": [[-76.5226678, 44.2214941], [-76.5201245, 44.2216337]], ""type"": ""LineString""}","44.2215639, -76.52139614999999"
Route,,Proposed,,,"{""coordinates"": [[-76.4942737, 44.2385984], [-76.4943967, 44.2393022]], ""type"": ""LineString""}","44.2389503, -76.4943352"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.461437, 44.3216221], [-76.461051, 44.3224057]], ""type"": ""LineString""}","44.32201390000001, -76.461244"
Paved Shoulder,,Constructed,Lane Widening for Cycling Routes,1.5,"{""coordinates"": [[-76.470691, 44.2808685], [-76.4704033, 44.281069], [-76.470208, 44.2812174], [-76.4698388, 44.2815378], [-76.468688, 44.2825918], [-76.468422, 44.2828959], [-76.4681663, 44.2832711]], ""type"": ""LineString""}","44.282005014019816, -76.46936360307153"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6100769, 44.2415691], [-76.6101079, 44.2416594], [-76.6101287, 44.241734], [-76.6101423, 44.2417939], [-76.6101537, 44.2418562], [-76.6107529, 44.2495347]], ""type"": ""LineString""}","44.245547197457185, -76.61044089211549"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.509722, 44.2244908], [-76.5087733, 44.2247764]], ""type"": ""LineString""}","44.224633600000004, -76.50924764999999"
Route,,Proposed,,,"{""coordinates"": [[-76.4945389, 44.2399422], [-76.494739, 44.2408287]], ""type"": ""LineString""}","44.240385450000005, -76.49463895"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5289276, 44.2397876], [-76.5289814, 44.240097], [-76.529017, 44.2406739]], ""type"": ""LineString""}","44.24022943905628, -76.5289834633664"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5290297, 44.2409046], [-76.5290898, 44.2419492], [-76.5291369, 44.2425854]], ""type"": ""LineString""}","44.241745213665574, -76.5290800517759"
Route,,Constructed,,,"{""coordinates"": [[-76.538712, 44.2200722], [-76.5375789, 44.2200222], [-76.5363934, 44.2199801], [-76.5353017, 44.2199948], [-76.5343319, 44.2200296], [-76.5301253, 44.2202517]], ""type"": ""LineString""}","44.22007510274517, -76.53441790377656"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5295684, 44.2496869], [-76.529628, 44.250577]], ""type"": ""LineString""}","44.25013195, -76.52959820000001"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5296408, 44.2508087], [-76.5296719, 44.2511239], [-76.5297039, 44.2514024]], ""type"": ""LineString""}","44.25110567671022, -76.52967116332393"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5073054, 44.2252253], [-76.5059024, 44.2256598]], ""type"": ""LineString""}","44.22544255, -76.5066039"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4983816, 44.2275843], [-76.4995966, 44.2273697]], ""type"": ""LineString""}","44.22747699999999, -76.4989891"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5036518, 44.2264301], [-76.504296, 44.2262309]], ""type"": ""LineString""}","44.2263305, -76.5039739"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5045781, 44.2261449], [-76.504922, 44.2260409]], ""type"": ""LineString""}","44.2260929, -76.50475005"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5044667, 44.2261019], [-76.5038778, 44.2262807]], ""type"": ""LineString""}","44.226191299999996, -76.50417225"
Route,,Constructed,,,"{""coordinates"": [[-76.5249969, 44.2204874], [-76.5301253, 44.2202517]], ""type"": ""LineString""}","44.22036955, -76.5275611"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.502404, 44.2267308], [-76.5020726, 44.2268324], [-76.5014891, 44.2269415]], ""type"": ""LineString""}","44.22684811201236, -76.50194949202607"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5012471, 44.226985], [-76.4998779, 44.2272331]], ""type"": ""LineString""}","44.227109049999996, -76.5005625"
Route,,Constructed,,,"{""coordinates"": [[-76.4982463, 44.2275794], [-76.4967674, 44.2278459]], ""type"": ""LineString""}","44.22771265, -76.49750685000001"
